"App","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Genres","Last.Updated","Current.Ver","Android.Ver","Last.Updated..Year.","Last.Updated..Year.Month.","Category..categorical.","Type..categorical.","Genres..categorical.","Current.Ver..categorical.","Android.Ver..categorical.","Last.Updated..Year.Month...categorical.","No_reviews_count","Reviews_present_count","Rating_Q","Installs_Q"
"AE Video Poker",14,4,721,18,50000,0,0,1,25,"2015-12-31",545,8,2015,55,"GAME","Free","Casino","1.3.2","2.3 and up","2015-12",0,0,1,0
"AG Drive 3D",14,3.8,164,22,10000,0,0,0,2,"2015-03-20",139,9,2015,46,"GAME","Free","Adventure","1.0.1","2.3.3 and up","2015-03",0,0,0,0
"AH-1 Viper Cobra Ops - helicopter flight simulator",14,3.8,1088,86,1e+05,0,0,1,0,"2018-02-16",139,19,2018,81,"GAME","Free","Action","1.0.1","4.3 and up","2018-02",0,0,0,1
"Ah! Coins",14,3.4,256,9.1,50000,0,0,0,0,"2016-12-08",118,8,2016,67,"GAME","Free","Action","1.0.0","2.3 and up","2016-12",0,0,0,0
"AJ Jump: Animal Jam Kangaroos!",14,4.4,2975,42,50000,1,1.99,0,6,"2016-03-07",688,13,2016,58,"GAME","Paid","Arcade","1.6","4.0 and up","2016-03",0,0,2,0
"AK-47 3D",14,3.7,91,24,10000,0,0,0,0,"2016-12-25",1649,8,2016,67,"GAME","Free","Action","3.2","2.3 and up","2016-12",0,0,0,0
"Alto's Adventure",14,4.6,515657,63,1e+07,0,0,0,0,"2018-06-05",723,13,2018,85,"GAME","Free","Action","1.7.1","4.0 and up","2018-06",25,175,3,3
"American Sniper City Fight Shooting Assassin",14,4.1,395,54,50000,0,0,1,0,"2017-11-24",592,8,2017,78,"GAME","Free","Action","1.4","2.3 and up","2017-11",0,0,1,0
"An Elite Warrior Ex",14,4.7,15,93,100,1,0.99,0,2,"2016-11-21",686,15,2016,66,"GAME","Paid","Adventure","1.59","4.0.3 and up","2016-11",0,0,3,0
"Angelo Rules - Crazy day",14,3.9,108336,62,1e+06,0,0,0,2,"2016-06-27",1893,20,2016,61,"GAME","Free","Adventure","4.0.01","4.4 and up","2016-06",0,0,0,2
"Angry Birds Space HD",14,4.5,43645,46,5e+06,0,0,0,6,"2018-05-25",1205,17,2018,84,"GAME","Free","Arcade","2.2.13","4.1 and up","2018-05",0,0,3,3
"Ao Oni2",14,4.1,21223,48,1e+06,0,0,1,2,"2018-04-20",705,17,2018,83,"GAME","Free","Adventure","1.6.6","4.1 and up","2018-04",0,0,1,2
"AR Tank Battle",14,3.6,153,67,10000,0,0,0,0,"2016-12-31",532,13,2016,67,"GAME","Free","Action","1.3","4.0 and up","2016-12",0,0,0,0
"Archery Physics Objects Destruction Apple shooter",14,4.5,6026,39,1e+05,0,0,1,0,"2018-07-07",262,17,2018,86,"GAME","Free","Action","1.04","4.1 and up","2018-07",0,0,3,1
"Arcraft - AR Sandbox",14,3.8,469,80,10000,0,0,0,2,"2017-05-19",592,13,2017,72,"GAME","Free","Adventure","1.4","4.0 and up","2017-05",0,0,0,0
"Arena of Valor: 5v5 Arena Game",14,4.4,438911,99,1e+07,0,0,1,0,"2018-06-28",495,15,2018,85,"GAME","Free","Action","1.23.1.2","4.0.3 and up","2018-06",0,0,2,3
"ARK: Survival Evolved",14,3.8,51523,36,5e+05,0,0,1,2,"2018-08-02",236,29,2018,87,"GAME","Free","Adventure","1.0.90","7.0 and up","2018-08",0,0,0,1
"Armed Cam Gun Pack",14,4.2,1012,50,10000,0,0,1,0,"2015-01-18",173,10,2015,44,"GAME","Free","Action","1.0.2","3.0 and up","2015-01",0,0,1,0
"Armored Warfare: Assault",14,4,7718,46,1e+05,0,0,0,0,"2018-08-02",115,25,2018,87,"GAME","Free","Action","1.0-a22936.127","5.0 and up","2018-08",0,0,1,1
"Asphalt Xtreme: Rally Racing",14,4.5,567984,39,1e+07,0,0,0,87,"2018-07-16",737,15,2018,86,"GAME","Free","Racing","1.7.3b","4.0.3 and up","2018-07",0,0,3,3
"Assassin's Creed Identity",14,3.7,42529,92,5e+05,1,1.99,1,0,"2016-11-23",1428,17,2016,66,"GAME","Paid","Action","2.8.2","4.1 and up","2016-11",0,0,0,1
"Assault Line CS Online Fps Go",14,4.1,52163,70,1e+06,0,0,1.5,0,"2016-07-13",300,8,2016,62,"GAME","Free","Action","1.1.2","2.3 and up","2016-07",0,0,1,2
"Asylum Night Shift - Five Nights Survival",14,4,59223,46,5e+06,0,0,1,0,"2018-06-26",704,17,2018,85,"GAME","Free","Action","1.6.5","4.1 and up","2018-06",0,0,1,3
"Au-allstar for KR",14,3.6,2433,47,1e+05,0,0,0,71,"2018-06-15",703,19,2018,85,"GAME","Free","Music","1.6.4","4.3 and up","2018-06",0,0,0,1
"AU Mobile Indonesia",14,3.6,16521,23,1e+06,0,0,0,71,"2018-05-09",764,8,2018,84,"GAME","Free","Music","1.8.0502","2.3 and up","2018-05",0,0,0,2
"Au Mobile: Audition Chính Hi<U+1EC7>u",14,3.9,85278,23,1e+06,0,0,1.5,71,"2018-07-17",765,15,2018,86,"GAME","Free","Music","1.8.0716","4.0.3 and up","2018-07",0,0,0,2
"Auction Wars : Storage King",14,4.1,29062,63,1e+06,0,0,0,25,"2017-09-15",1130,8,2017,76,"GAME","Free","Casino","2.10","2.3 and up","2017-09",0,0,1,2
"Avatar Musik",14,3.8,159063,85,1e+06,0,0,0,71,"2018-02-09",83,13,2018,81,"GAME","Free","Music","0.8.0","4.0 and up","2018-02",0,0,0,2
"Axe Champ",14,3.8,141,19,10000,0,0,0,6,"2018-05-26",213,17,2018,84,"GAME","Free","Arcade","1.0.6","4.1 and up","2018-05",0,0,0,0
"Axe Champion",14,4.4,21,15,5000,0,0,0,6,"2018-05-28",16,17,2018,84,"GAME","Free","Arcade","0.1","4.1 and up","2018-05",0,0,2,0
"Axe Champs! Wars",14,5,8,25,50,0,0,0,6,"2018-06-26",277,17,2018,85,"GAME","Free","Arcade","1.1","4.1 and up","2018-06",0,0,3,0
"Axe Knight",14,4.5,52,33,5000,0,0,0,0,"2018-06-26",207,17,2018,85,"GAME","Free","Action","1.0.5","4.1 and up","2018-06",0,0,3,0
"Axe Man",14,3.7,53,14,1000,0,0,0,2,"2015-02-23",1522,9,2015,45,"GAME","Free","Adventure","3.0","2.3.3 and up","2015-02",0,0,0,0
"AXE.IO - Brutal Survival Battleground",14,4.2,3845,76,5e+05,0,0,0.5,6,"2018-08-03",693,17,2018,87,"GAME","Free","Arcade","1.6.1","4.1 and up","2018-08",0,0,1,1
"Axetatic - Axe Throwing Game",14,4.6,29,31,1000,0,0,0.5,6,"2017-10-22",551,18,2017,77,"GAME","Free","Arcade","1.3.3","4.2 and up","2017-10",0,0,3,0
"AZ Rockets",14,4.2,162,37,10000,0,0,0,6,"2018-05-25",431,17,2018,84,"GAME","Free","Arcade","1.2.1","4.1 and up","2018-05",0,0,1,0
"B-52 Spirits of Glory Deluxe",14,4.3,12,29,100,1,0.99,0,6,"2017-09-02",673,8,2017,76,"GAME","Paid","Arcade","1.5.9","2.3 and up","2017-09",0,0,2,0
"B-Grade Renegade",14,3.9,24,64,1000,1,1.99,1,0,"2017-10-17",85,12,2017,77,"GAME","Paid","Action","0.8.17","3.2 and up","2017-10",0,0,0,0
"B@dL!bs Lite",14,3.8,10,36,1000,0,0,1.5,117,"2016-04-05",2348,15,2016,59,"GAME","Free","Word","6","4.0.3 and up","2016-04",0,0,0,0
"Ba Cristi",14,3.5,196,35,10000,0,0,0,2,"2016-03-22",201,8,2016,58,"GAME","Free","Adventure","1.0.4","2.3 and up","2016-03",0,0,0,0
"Baby Game Animal Jam Free",14,2.8,9,26,500,0,0,0,15,"2017-03-24",113,8,2017,70,"GAME","Free","Board","1.0","2.3 and up","2017-03",0,0,0,0
"Backgammon NJ for Android",14,4.4,1644,15,10000,1,7.99,0,15,"2017-04-05",1923,9,2017,71,"GAME","Paid","Board","4.1","2.3.3 and up","2017-04",0,0,2,0
"Barbie™ Fashion Closet",14,4.1,68057,85,1e+07,0,0,0,29,"2018-07-30",562,17,2018,86,"GAME","Free","Casual;Creativity","1.3.7","4.1 and up","2018-07",3,77,1,3
"Baseball Boy!",14,3.4,148177,78,1e+07,0,0,0,6,"2018-07-27",731,17,2018,86,"GAME","Free","Arcade","1.7.2","4.1 and up","2018-07",0,40,0,3
"Battlefield™ Companion",14,4,263907,62,1e+07,0,0,0.5,0,"2016-11-01",1552,13,2016,66,"GAME","Free","Action","3.0.4","4.0 and up","2016-11",0,0,1,3
"Battlelands Royale",14,4.4,105620,61,1e+06,0,0,0.5,0,"2018-07-16",67,17,2018,86,"GAME","Free","Action","0.5.8","4.1 and up","2018-07",11,89,2,2
"BC Slots - The Lost Reels FREE",14,4,209,22,10000,0,0,1,25,"2018-07-13",2483,13,2018,86,"GAME","Free","Casino","7.0","4.0 and up","2018-07",0,0,1,0
"Beach Head Shooting Assault",14,3.8,555,44,1e+05,0,0,1,0,"2018-03-02",113,13,2018,82,"GAME","Free","Action","1.0","4.0 and up","2018-03",0,0,0,1
"Beach Shoot Em Up: Head Hunter",14,4.4,1218,15,5e+05,0,0,0.5,0,"2018-03-06",234,8,2018,82,"GAME","Free","Action","1.0.9","2.3 and up","2018-03",0,0,2,1
"Beauty Idol: Fashion Queen",14,4.3,128367,54,1e+06,0,0,0,6,"2017-10-27",1089,15,2017,77,"GAME","Free","Arcade","2.1.0","4.0.3 and up","2017-10",0,0,2,2
"BEBONCOOL GAMEPAD V1.0",14,3.9,404,2.2,1e+05,0,0,0,6,"2017-08-30",424,13,2017,75,"GAME","Free","Arcade","1.2","4.0 and up","2017-08",0,0,0,1
"Best Park in the Universe",14,4.3,3904,5.5,10000,1,2.99,0.5,0,"2014-09-10",431,13,2014,40,"GAME","Paid","Action","1.2.1","4.0 and up","2014-09",0,0,2,0
"Betul Ke Bohong Eh?",14,4.2,601,6.4,1e+05,0,0,0,111,"2015-04-03",139,8,2015,47,"GAME","Free","Trivia","1.0.1","2.3 and up","2015-04",0,0,1,1
"BF at Sea Refueled",14,4.4,1849,37,10000,0,0,0,15,"2015-10-20",332,9,2015,53,"GAME","Free","Board","1.1.8","2.3.3 and up","2015-10",0,0,2,0
"BF Combat: Genesis",14,4,3322,82,1e+05,0,0,1.5,0,"2017-03-02",2190,8,2017,70,"GAME","Free","Action","5.1.6","2.3 and up","2017-03",0,0,1,1
"BF Frontline City",14,4.1,29798,80,1e+06,0,0,1.5,0,"2017-03-06",2191,8,2017,70,"GAME","Free","Action","5.1.7","2.3 and up","2017-03",0,0,1,2
"Bi-Tank",14,4.6,12,18,50,0,0,0,6,"2017-07-31",2750,17,2017,74,"GAME","Free","Arcade","Varies with device","4.1 and up","2017-07",0,0,3,0
"Big Hunter",14,4.3,245455,84,1e+07,0,0,0.5,0,"2018-05-31",1437,13,2018,84,"GAME","Free","Action","2.8.6","4.0 and up","2018-05",0,0,2,3
"Bike Race - Bike Blast Rush",14,4.4,83891,48,1e+07,0,0,0,0,"2018-07-19",1578,13,2018,86,"GAME","Free","Action","3.1","4.0 and up","2018-07",0,0,2,3
"Bike Rivals",14,4.2,212067,48,1e+07,0,0,0,87,"2015-07-15",657,9,2015,50,"GAME","Free","Racing","1.5.2","2.3.3 and up","2015-07",0,0,1,3
"Bingo by IGG: Top Bingo+Slots!",14,4.7,183343,20,5e+06,0,0,1,25,"2018-05-28",646,8,2018,84,"GAME","Free","Casino","1.5.1","2.3 and up","2018-05",0,0,3,3
"Bingo Party - Free Bingo Games",14,4.7,155694,92,1e+06,0,0,1,15,"2018-07-13",1099,15,2018,86,"GAME","Free","Board","2.1.1","4.0.3 and up","2018-07",0,0,3,2
"BJ's Bingo & Gaming Casino",14,4.5,501,65,10000,0,0,1,25,"2018-07-26",2159,19,2018,86,"GAME","Free","Casino","5.0.1.3","4.3 and up","2018-07",0,0,3,0
"BJ Bridge Acol Beginner 2018",14,3.7,11,4.8,5000,0,0,0,23,"2018-05-21",2394,13,2018,84,"GAME","Free","Card","6.2-begina","4.0 and up","2018-05",0,0,0,0
"BJ Bridge Free (2018)",14,3.9,20,4.8,10000,0,0,0,23,"2018-05-21",2395,13,2018,84,"GAME","Free","Card","6.2-lite","4.0 and up","2018-05",0,0,0,0
"BJ Bridge Pro 2018",14,4.4,17,4.8,500,1,4.49,0,23,"2018-05-21",2396,13,2018,84,"GAME","Paid","Card","6.2-pro","4.0 and up","2018-05",0,0,2,0
"BJ Bridge Standard American 2018",14,1,1,4.9,1000,0,0,0,23,"2018-05-21",2397,13,2018,84,"GAME","Free","Card","6.2-sayc","4.0 and up","2018-05",0,0,0,0
"BL!TZ - Endless",14,4.7,21,9,100,0,0,0,6,"2017-06-30",846,15,2017,73,"GAME","Free","Arcade","10.05","4.0.3 and up","2017-06",0,0,3,0
"Black Commando | Special Ops | FPS Shooting",14,4.1,1167,72,1e+05,0,0,1,0,"2018-05-03",592,17,2018,84,"GAME","Free","Action","1.4","4.1 and up","2018-05",0,0,1,1
"BlackJack -21 Casino Card Game",14,4.7,2066,25,1e+05,0,0,1,25,"2018-03-14",532,15,2018,82,"GAME","Free","Casino","1.3","4.0.3 and up","2018-03",0,0,3,1
"BlackJack 21 Pro",14,4.5,26744,51,5e+05,0,0,1,25,"2018-07-27",2540,15,2018,86,"GAME","Free","Casino","7.4.0","4.0.3 and up","2018-07",0,0,3,1
"Blackjack aj Poker",14,3.8,8,4.2,1000,0,0,1,23,"2016-10-19",277,9,2016,65,"GAME","Free","Card","1.1","2.3.3 and up","2016-10",0,0,0,0
"Blackjack Verite Drills",14,4.6,17,4.7,100,1,14,1,25,"2017-07-09",290,10,2017,74,"GAME","Paid","Casino","1.1.10","3.0 and up","2017-07",0,0,3,0
"BLACKJACK!",14,4.4,524467,33,1e+07,0,0,1,25,"2016-07-07",371,9,2016,62,"GAME","Free","Casino","1.126","2.3.3 and up","2016-07",0,0,2,3
"Block Battles: Heroes at War - Multiplayer PVP",14,4.3,6698,46,5e+05,0,0,0.5,0,"2016-05-14",139,8,2016,60,"GAME","Free","Action","1.0.1","2.3 and up","2016-05",0,0,2,1
"Block Gun 3D: Call of Destiny",14,3.7,31883,20,1e+06,0,0,1,0,"2017-03-23",610,8,2017,70,"GAME","Free","Action","1.4.3","2.3 and up","2017-03",0,0,0,2
"Block Gun 3D: Ghost Ops",14,3.9,142693,21,5e+06,0,0,1,0,"2018-06-07",593,8,2018,85,"GAME","Free","Action","1.4.0","2.3 and up","2018-06",0,0,0,3
"Block Gun 3D: Haunted Hollow",14,3.8,16282,35,1e+06,0,0,1,0,"2017-10-09",309,8,2017,77,"GAME","Free","Action","1.1.4","2.3 and up","2017-10",0,0,0,2
"Block Puzzle",14,4.6,59800,7.8,5e+06,0,0,0,82,"2018-03-06",1442,8,2018,82,"GAME","Free","Puzzle","2.9","2.3 and up","2018-03",66,154,3,3
"Block Puzzle Classic Legend !",14,4.2,17039,4.9,5e+06,0,0,0,82,"2018-04-13",1442,9,2018,83,"GAME","Free","Puzzle","2.9","2.3.3 and up","2018-04",8,72,1,3
"Block Strike",14,4.5,947515,60,1e+07,0,0,1,0,"2018-07-25",2255,17,2018,86,"GAME","Free","Action","5.3.1","4.1 and up","2018-07",0,0,3,3
"BLOOD & GLORY: IMMORTALS",14,4.3,101762,11,1e+06,0,0,1,0,"2015-06-11",1015,10,2015,49,"GAME","Free","Action","2.0.0","3.0 and up","2015-06",0,0,2,2
"Blood Domination - BL Game",14,4.5,415,52,10000,0,0,1.5,2,"2018-07-06",139,17,2018,86,"GAME","Free","Adventure","1.0.1","4.1 and up","2018-07",0,0,3,0
"Blossom Blast Saga",14,4.5,1125438,63,1e+07,0,0,0,26,"2018-07-05",2346,15,2018,86,"GAME","Free","Casual","57.0.8","4.0.3 and up","2018-07",4,36,3,3
"BMX Boy Bike Stunt Rider Game",14,3.8,299,25,10000,0,0,0,87,"2017-11-10",277,17,2017,78,"GAME","Free","Racing","1.1","4.1 and up","2017-11",0,0,0,0
"Bomber Friends",14,4.5,776730,49,1e+07,0,0,0.5,0,"2018-07-26",1241,15,2018,86,"GAME","Free","Action","2.23","4.0.3 and up","2018-07",0,0,3,3
"BombSquad Remote",14,4.1,13304,1.3,1e+06,0,0,0,6,"2016-11-30",451,13,2016,66,"GAME","Free","Arcade","1.2.21","4.0 and up","2016-11",0,0,1,2
"Bounce Classic",14,4.5,38297,6.4,1e+07,0,0,0,6,"2018-07-05",229,15,2018,86,"GAME","Free","Arcade","1.0.8","4.0.3 and up","2018-07",0,0,3,3
"Boyaa Poker (En) – Social Texas Hold’em",14,4.3,71468,51,1e+06,0,0,1,23,"2018-06-12",2323,17,2018,85,"GAME","Free","Card","5.8.0","4.1 and up","2018-06",0,0,2,2
"BQ-<U+1218><U+133D><U+1210><U+134D> <U+1245><U+12F1><U+1233><U+12CA> <U+1325><U+12EB><U+1244><U+12CE><U+127D>",14,4.7,191,7.2,5000,0,0,0,111,"2018-07-31",1933,17,2018,86,"GAME","Free","Trivia","4.1.2","4.1 and up","2018-07",0,0,3,0
"Brick Breaker BR",14,5,7,19,5,0,0,0,6,"2018-07-23",113,17,2018,86,"GAME","Free","Arcade","1.0","4.1 and up","2018-07",0,0,3,0
"BROTHER IN WARS: GUNNER CITY WARLORDS",14,4.3,8649,39,1e+06,0,0,1,0,"2018-07-26",189,18,2018,86,"GAME","Free","Action","1.0.3","4.2 and up","2018-07",0,0,2,2
"Bubble Shooter",14,4.5,148897,46,1e+07,0,0,0,26,"2018-07-17",478,15,2018,86,"GAME","Free","Casual","1.20.1","4.0.3 and up","2018-07",115,145,3,3
"Bubble Shooter Genies",14,4.5,26985,41,5e+06,0,0,0,26,"2018-06-04",799,15,2018,85,"GAME","Free","Casual","1.9.1","4.0.3 and up","2018-06",30,10,3,3
"Bullet Force",14,4.5,634159,58,1e+07,0,0,1,0,"2018-06-21",624,18,2018,85,"GAME","Free","Action","1.40","4.2 and up","2018-06",0,0,3,3
"Bullshit! (Free)",14,2.4,45,4.1,10000,0,0,1,23,"2016-08-26",277,17,2016,63,"GAME","Free","Card","1.1","4.1 and up","2016-08",0,0,0,0
"Bullshite!",14,2.8,48,13,10000,0,0,1,23,"2016-04-10",139,17,2016,59,"GAME","Free","Card","1.0.1","4.1 and up","2016-04",0,0,0,0
"Bunny Skater",14,4.2,139432,4.7,1e+07,0,0,0,2,"2013-11-20",641,5,2013,30,"GAME","Free","Adventure","1.5","2.1 and up","2013-11",0,0,1,3
"BW-DGS plugin",14,4.5,70,0.691,1000,0,0,0,15,"2018-05-13",690,13,2018,84,"GAME","Free","Board","1.6.0","4.0 and up","2018-05",0,0,3,0
"BW-GnuGo",14,4.1,64,1.3,5000,0,0,0,15,"2013-06-02",1015,7,2013,25,"GAME","Free","Board","2.0.0","2.2 and up","2013-06",0,0,1,0
"BW-Go",14,4.8,265,1.3,1000,1,3.49,0,15,"2015-06-18",2108,8,2015,49,"GAME","Paid","Board","4.8.1","2.3 and up","2015-06",0,0,3,0
"BW-Go Free",14,4.6,547,1.3,10000,0,0,0,15,"2015-06-18",2108,8,2015,49,"GAME","Free","Board","4.8.1","2.3 and up","2015-06",0,0,3,0
"BW-Joseki",14,4.7,705,1.8,10000,0,0,0,15,"2015-07-28",431,15,2015,50,"GAME","Free","Board","1.2.1","4.0.3 and up","2015-07",0,0,3,0
"BZ Fingers",14,4.6,15,3.2,50,0,0,0,6,"2017-07-05",532,15,2017,74,"GAME","Free","Arcade","1.3","4.0.3 and up","2017-07",0,0,3,0
"BZ Zombie VR",14,4.4,12,98,1000,0,0,1.5,0,"2018-02-07",592,20,2018,81,"GAME","Free","Action","1.4","4.4 and up","2018-02",0,0,2,0
"Call of Duty:Black Ops Zombies",14,4.2,13004,46,1e+05,1,6.99,1,0,"2016-12-20",150,9,2016,67,"GAME","Paid","Action","1.0.11","2.3.3 and up","2016-12",37,3,1,1
"Call of Duty®: Heroes",14,4.4,1604146,57,1e+07,0,0,1,0,"2018-06-27",2106,17,2018,85,"GAME","Free","Action","4.8.0","4.1 and up","2018-06",0,0,2,3
"Call of Mini™ Dino Hunter",14,4.2,326042,10,1e+07,0,0,1,0,"2014-06-06",1608,10,2014,37,"GAME","Free","Action","3.1.7","3.0 and up","2014-06",0,0,1,3
"Call of Mini™ Zombies 2",14,4.4,248417,17,5e+06,0,0,1,6,"2015-02-10",1113,9,2015,45,"GAME","Free","Arcade","2.1.3","2.3.3 and up","2015-02",0,0,2,3
"Camping RV Caravan Parking 3D",14,3.3,5290,48,5e+05,0,0,0,87,"2014-12-18",532,8,2014,43,"GAME","Free","Racing","1.3","2.3 and up","2014-12",0,0,0,1
"Can Knockdown 3",14,4.1,349503,19,1e+07,0,0,0,6,"2015-08-26",568,13,2015,51,"GAME","Free","Arcade","1.31","4.0 and up","2015-08",0,0,1,3
"Candy Bomb",14,4.4,42145,20,1e+07,0,0,0,28,"2018-07-04",1450,15,2018,86,"GAME","Free","Casual;Brain Games","2.9.3181","4.0.3 and up","2018-07",8,72,2,3
"Car Crash III Beam DH Real Damage Simulator 2018",14,3.6,151,100,10000,0,0,0,87,"2018-05-20",259,17,2018,84,"GAME","Free","Racing","1.03","4.1 and up","2018-05",0,0,0,0
"Car Driving Simulator Drift",14,4.4,19816,57,1e+06,0,0,0,87,"2017-11-03",766,20,2017,78,"GAME","Free","Racing","1.8.1","4.4 and up","2017-11",0,0,2,2
"Car Race by Fun Games For Free",14,4.3,54221,47,1e+06,0,0,0,87,"2013-06-15",424,8,2013,25,"GAME","Free","Racing","1.2","2.3 and up","2013-06",0,0,2,2
"Cardi B Piano Game",14,3.1,50,7.4,10000,0,0,0,71,"2017-11-15",1014,13,2017,78,"GAME","Free","Music","2.0","4.0 and up","2017-11",0,0,0,0
"Cards Casino:Video Poker & BJ",14,4.7,325,23,10000,0,0,1,25,"2015-05-08",2483,9,2015,48,"GAME","Free","Casino","7.0","2.3.3 and up","2015-05",0,0,3,0
"Carnivores: Dinosaur Hunter",14,4.2,62636,17,1e+06,0,0,1,0,"2018-07-02",759,15,2018,86,"GAME","Free","Action","1.8.0","4.0.3 and up","2018-07",0,0,1,2
"Carros Rebaixados BR",14,4.3,20691,89,1e+06,0,0,0,87,"2018-07-31",2315,20,2018,86,"GAME","Free","Racing","5.7.1","4.4 and up","2018-07",0,0,2,2
"Cartoon Wars: Blade",14,4.4,165656,38,5e+06,0,0,1,6,"2018-02-07",280,8,2018,81,"GAME","Free","Arcade","1.1.0","2.3 and up","2018-02",0,0,2,3
