"App","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Genres","Last.Updated","Current.Ver","Android.Ver","Last.Updated..Year.","Last.Updated..Year.Month.","Category..categorical.","Type..categorical.","Genres..categorical.","Current.Ver..categorical.","Android.Ver..categorical.","Last.Updated..Year.Month...categorical.","No_reviews_count","Reviews_present_count","Rating_Q","Installs_Q"
"Account Class-12 Solutions (D K Goel) Vol-1",11,4.4,708,33,50000,0,0,0,38,"2018-02-12",118,10,2018,81,"FAMILY","Free","Education","1.0.0","3.0 and up","2018-02",0,0,2,2
"Account Class-12 Solutions (D K Goel) Vol-2",11,4.6,124,23,10000,0,0,0,38,"2018-04-17",118,10,2018,83,"FAMILY","Free","Education","1.0.0","3.0 and up","2018-04",0,0,3,1
"Across Age DX",11,3.8,5964,48,5e+05,0,0,1,90,"2015-01-09",280,7,2015,44,"FAMILY","Free","Role Playing","1.1.0","2.2 and up","2015-01",0,0,0,3
"Ad-free Triangle Solver",11,4.5,118,24,10000,0,0,0,38,"2015-08-20",2413,18,2015,51,"FAMILY","Free","Education","6.3.1","4.2 and up","2015-08",0,0,3,1
"Adult Color By Number Book: Number Coloring Pages",11,4.2,2231,37,5e+05,0,0,0,51,"2018-07-23",1442,20,2018,86,"FAMILY","Free","Entertainment","2.9","4.4 and up","2018-07",0,0,1,3
"Advanced calculator fx 991 es plus & 991 ms plus",11,4.7,7252,9.2,5e+05,0,0,0,38,"2018-08-02",1697,13,2018,87,"FAMILY","Free","Education","3.3.1-build-02-08-2018-19-release","4.0 and up","2018-08",0,0,3,3
"Advanced Warfare Guns",11,2.9,2079,5.6,1e+05,0,0,0,51,"2015-06-06",446,10,2015,49,"FAMILY","Free","Entertainment","1.2.2","3.0 and up","2015-06",0,0,0,2
"Adventure Quest World Mobile Quiz",11,4.6,28,26,500,0,0,0,82,"2018-01-16",1607,15,2018,80,"FAMILY","Free","Puzzle","3.1.6z","4.0.3 and up","2018-01",0,0,3,0
"Adventure Xpress",11,4.2,24775,30,1e+05,0,0,0.5,82,"2015-10-12",431,9,2015,53,"FAMILY","Free","Puzzle","1.2.1","2.3.3 and up","2015-10",0,0,1,2
"AdventureQuest 3D MMO",11,4.3,22667,35,1e+06,0,0,1,90,"2018-07-26",344,20,2018,86,"FAMILY","Free","Role Playing","1.10.1","4.4 and up","2018-07",0,0,2,3
"AdventureQuest Dragons",11,3.9,10114,48,1e+05,0,0,0,26,"2018-06-13",222,13,2018,85,"FAMILY","Free","Casual","1.0.63","4.0 and up","2018-06",0,0,1,2
"AE Roundy POP",11,4.4,5262,26,1e+05,0,0,0,26,"2016-03-23",300,8,2016,58,"FAMILY","Free","Casual","1.1.2","2.3 and up","2016-03",0,0,2,2
"AE Sudoku",11,4.3,2171,12,1e+05,0,0,0,82,"2015-07-29",280,7,2015,50,"FAMILY","Free","Puzzle","1.1.0","2.2 and up","2015-07",0,0,2,2
"AG Subway Simulator Lite",11,4.4,6738,56,1e+05,0,0,0,96,"2018-06-08",468,17,2018,85,"FAMILY","Free","Simulation","1.2.6","4.1 and up","2018-06",0,0,2,2
"AG Subway Simulator Mobile",11,4.5,623,47,5000,1,0.99,0,96,"2018-06-02",535,17,2018,85,"FAMILY","Paid","Simulation","1.3.0.6","4.1 and up","2018-06",0,0,3,1
"Age of AI: War Strategy",11,4.6,71,5.7,500,1,2.49,0,103,"2018-03-14",756,13,2018,82,"FAMILY","Paid","Strategy","1.8","4.0 and up","2018-03",0,0,3,0
"Age of Conquest: N. America",11,4.5,659,3.3,10000,1,3.99,0,103,"2018-08-04",188,1,2018,87,"FAMILY","Paid","Strategy","1.0.28","1.5 and up","2018-08",0,0,3,1
"Age of Procreation DX",11,4.3,1894,40,1e+05,0,0,1.5,96,"2016-04-22",634,8,2016,59,"FAMILY","Free","Simulation","1.441","2.3 and up","2016-04",0,0,2,2
"Agenda EF",11,3.4,79,33,5000,0,0,0,38,"2015-05-27",259,10,2015,48,"FAMILY","Free","Education","1.03","3.0 and up","2015-05",0,0,0,1
"Agent HQ for The Division",11,4.1,1060,2.5,1e+05,0,0,0,51,"2018-02-17",55,15,2018,81,"FAMILY","Free","Entertainment","0.35","4.0.3 and up","2018-02",0,0,1,2
"Ah! Cutie",11,3.9,536,10,10000,0,0,0,26,"2017-06-27",1015,13,2017,73,"FAMILY","Free","Casual","2.0.0","4.0 and up","2017-06",0,0,1,1
"Ah! Monster",11,4.1,1998,9.8,1e+05,0,0,0,26,"2017-06-21",1890,13,2017,73,"FAMILY","Free","Casual","4.0.0","4.0 and up","2017-06",0,0,1,2
"AI with Python Tutorial",11,4.4,8,3.3,5000,0,0,0,38,"2018-06-05",201,17,2018,85,"FAMILY","Free","Education","1.0.4","4.1 and up","2018-06",0,0,2,1
"Airplane Fly Hawaii",11,4.1,83427,16,1e+06,0,0,0,96,"2015-01-30",1372,17,2015,44,"FAMILY","Free","Simulation","2.6","4.1 and up","2015-01",0,0,1,3
"AJ Academy: Amazing Animals",11,4.5,1564,35,50000,0,0,0,49,"2018-05-25",280,17,2018,84,"FAMILY","Free","Educational;Education","1.1.0","4.1 and up","2018-05",0,0,3,2
"AJ Official",11,4.6,31,7.3,500,0,0,0,38,"2017-05-03",16,8,2017,72,"FAMILY","Free","Education","0.1","2.3 and up","2017-05",0,0,3,0
"AJ Rafael Music Lessons",11,5,1,8.2,10,0,0,0,51,"2017-11-29",431,17,2017,78,"FAMILY","Free","Entertainment","1.2.1","4.1 and up","2017-11",0,0,3,0
"AK-47 Assault Rifle",11,3.7,165,25,10000,0,0,1,51,"2015-04-26",113,8,2015,47,"FAMILY","Free","Entertainment","1.0","2.3 and up","2015-04",0,0,0,1
"AK-47 sounds",11,3.9,7,3.8,1000,0,0,0,51,"2018-06-18",2345,13,2018,85,"FAMILY","Free","Entertainment","568","4.0 and up","2018-06",0,0,1,0
"AK-47 Sounds",11,3.9,656,2.9,5e+05,0,0,0.5,51,"2016-09-14",1014,9,2016,64,"FAMILY","Free","Entertainment","2.0","2.3.3 and up","2016-09",0,0,1,3
"AK-47: Simulator and Shooting",11,4,345,14,1e+05,0,0,0.5,96,"2016-11-11",534,10,2016,66,"FAMILY","Free","Simulation","1.3.0","3.0 and up","2016-11",0,0,1,2
"AK Interactive",11,4.3,734,13,10000,0,0,0,51,"2018-07-12",1335,13,2018,86,"FAMILY","Free","Entertainment","2.5","4.0 and up","2018-07",0,0,2,1
"AK Math Coach",11,3.6,283,18,50000,0,0,0,38,"2015-05-19",532,9,2015,48,"FAMILY","Free","Education","1.3","2.3.3 and up","2015-05",0,0,0,2
"Al-Quran Ahmad Saud Offline",11,4.7,7116,40,1e+05,0,0,0,38,"2016-08-09",113,9,2016,63,"FAMILY","Free","Education","1.0","2.3.3 and up","2016-08",0,0,3,2
"Al-Quran Al-Muallim",11,4.5,199,0.266,10000,0,0,0,38,"2013-09-11",276,7,2013,28,"FAMILY","Free","Education","1.0beta","2.2 and up","2013-09",0,0,3,1
"Al jazeera TV",11,4.6,9952,3.7,1e+05,0,0,1,51,"2016-07-05",118,15,2016,62,"FAMILY","Free","Entertainment","1.0.0","4.0.3 and up","2016-07",0,0,3,2
"Al Quran Audio (Full 30 Juz)",11,4.7,7878,3.6,1e+06,0,0,0,38,"2017-05-29",1889,8,2017,72,"FAMILY","Free","Education","4.0","2.3 and up","2017-05",0,0,3,3
"Al Quran MP3 - Quran Reading®",11,4.7,47463,22,1e+06,0,0,0,38,"2018-04-24",2022,15,2018,83,"FAMILY","Free","Education","4.4","4.0.3 and up","2018-04",0,0,3,3
"Alabama DMV Permit Test - AL",11,4.3,218,29,10000,0,0,0,38,"2018-02-15",2359,20,2018,81,"FAMILY","Free","Education","6.0.3","4.4 and up","2018-02",0,0,2,1
"Alchemy Classic Ad Free",11,4.6,20178,9,1e+05,0,0,0,82,"2014-05-26",736,2,2014,36,"FAMILY","Free","Puzzle","1.7.3","1.6 and up","2014-05",0,0,3,2
"Alif Ba Ta Song - Arabic Kids",11,4.5,227,15,50000,0,0,0,49,"2018-02-24",113,8,2018,81,"FAMILY","Free","Educational;Education","1.0","2.3 and up","2018-02",0,0,3,2
"Alizay, pirate girl",11,4.5,197,11,1000,1,2.99,0,27,"2017-03-23",1901,8,2017,70,"FAMILY","Paid","Casual;Action & Adventure","4.0.2","2.3 and up","2017-03",0,0,3,0
"All-in-One Mahjong 3",11,4.4,38,16,100,1,0.99,0,17,"2018-06-14",1490,13,2018,85,"FAMILY","Paid","Board;Brain Games","20180609","4.0 and up","2018-06",0,0,2,0
"All-in-One Mahjong 3 FREE",11,4.5,566,17,50000,0,0,0,17,"2018-06-13",1490,13,2018,85,"FAMILY","Free","Board;Brain Games","20180609","4.0 and up","2018-06",39,1,3,2
"All C Programs",11,4.7,2387,6.9,1e+05,0,0,0,38,"2018-06-09",1340,17,2018,85,"FAMILY","Free","Education","2.5.1","4.1 and up","2018-06",0,0,3,2
"All Info about Cg",11,4.7,15,4.1,1000,0,0,1,38,"2017-11-10",2539,8,2017,78,"FAMILY","Free","Education","7.4","2.3 and up","2017-11",0,0,3,0
"All Type DP",11,4.3,1853,5.8,5e+05,0,0,0,51,"2018-05-10",756,13,2018,84,"FAMILY","Free","Entertainment","1.8","4.0 and up","2018-05",0,0,2,3
"ALPHA - Artificial Intelligence",11,4,51,3.2,1000,0,0,0,51,"2018-06-03",557,13,2018,85,"FAMILY","Free","Entertainment","1.3.4","4.0 and up","2018-06",0,0,1,0
"Amazing CG Backgrounds",11,4.2,34,4,1000,0,0,0,51,"2018-05-17",2645,15,2018,84,"FAMILY","Free","Entertainment","9.0","4.0.3 and up","2018-05",0,0,1,0
"Ambulance Rescue Simulator 17",11,4.3,6669,31,1e+06,0,0,0,96,"2018-03-01",229,8,2018,82,"FAMILY","Free","Simulation","1.0.8","2.3 and up","2018-03",0,0,2,3
"Ambulance Simulator 3D",11,3.9,29415,66,1e+06,0,0,1.5,96,"2016-12-11",1023,8,2016,67,"FAMILY","Free","Simulation","2.0.1","2.3 and up","2016-12",0,0,1,3
"AMC",11,3.2,20843,14,1e+06,0,0,1,51,"2018-08-02",1713,20,2018,87,"FAMILY","Free","Entertainment","3.3.85 (2)","4.4 and up","2018-08",0,0,0,3
"Angry Birds Match",11,4.7,227401,91,5e+06,0,0,0,82,"2018-07-19",644,25,2018,86,"FAMILY","Free","Puzzle","1.5.0","5.0 and up","2018-07",0,0,3,3
"Angry Shark 2016",11,4,73185,46,5e+06,0,0,1,96,"2017-11-01",688,13,2017,78,"FAMILY","Free","Simulation","1.6","4.0 and up","2017-11",0,0,1,3
"Animal Jam - Play Wild!",11,4.6,361970,58,5e+06,0,0,0,32,"2018-08-02",1519,17,2018,87,"FAMILY","Free","Casual;Pretend Play","28.0.14","4.1 and up","2018-08",40,0,3,3
"Anime Expo 2018",11,4.7,54,44,10000,0,0,0,51,"2018-06-08",1088,25,2018,85,"FAMILY","Free","Entertainment","2.1","5.0 and up","2018-06",0,0,3,1
"Anime Love Story Games: <U+2728>Shadowtime<U+2728>",11,4.7,198480,82,5e+06,0,0,0,96,"2018-08-03",1466,17,2018,87,"FAMILY","Free","Simulation","20.0","4.1 and up","2018-08",0,0,3,3
"Ankle Surgery ER Emergency",11,3.3,10449,29,1e+06,0,0,1,45,"2016-12-02",718,8,2016,67,"FAMILY","Free","Educational","1.7","2.3 and up","2016-12",0,0,0,3
"Anna.K Tarot",11,4.8,17,23,100,1,3.99,1.5,51,"2017-01-16",613,15,2017,68,"FAMILY","Paid","Entertainment","1.4.4","4.0.3 and up","2017-01",0,0,3,0
"Anno: Build an Empire",11,3.5,33944,28,1e+06,0,0,0.5,103,"2016-03-10",1015,17,2016,58,"FAMILY","Free","Strategy","2.0.0","4.1 and up","2016-03",0,0,0,3
"ao",11,3.5,14145,5.9,1e+06,0,0,0,103,"2016-06-08",234,13,2016,61,"FAMILY","Free","Strategy","1.0.9","4.0 and up","2016-06",0,0,0,3
"AP Art History Flashcards",11,5,1,96,10,1,29.99,1.5,38,"2016-01-19",1717,13,2016,56,"FAMILY","Paid","Education","3.30","4.0 and up","2016-01",0,0,3,0
"AP Biology Prep: Practice Tests, Flashcards",11,4.6,87,5.4,10000,0,0,0,38,"2018-07-03",707,17,2018,86,"FAMILY","Free","Education","1.6.7.1","4.1 and up","2018-07",0,0,3,1
"AP Biology Study Guide + Quiz",11,4.4,105,9,10000,0,0,0,38,"2016-03-22",646,17,2016,58,"FAMILY","Free","Education","1.5.1","4.1 and up","2016-03",0,0,2,1
"AP Calculus BC Practice Test",11,4.2,4,29,500,0,0,0,38,"2018-01-25",2358,20,2018,80,"FAMILY","Free","Education","6.0.2","4.4 and up","2018-01",0,0,1,0
"AP Calculus BC: Practice Tests and Flashcards",11,3.6,5,5.4,1000,0,0,0,38,"2018-07-03",707,17,2018,86,"FAMILY","Free","Education","1.6.7.1","4.1 and up","2018-07",0,0,0,0
"AP Chemistry Prep: Practice Tests and Flashcards",11,4.7,55,5.4,10000,0,0,0,38,"2018-07-03",707,17,2018,86,"FAMILY","Free","Education","1.6.7.1","4.1 and up","2018-07",0,0,3,1
"AP English Language: Practice Tests and Flashcards",11,4.5,19,5.4,5000,0,0,0,38,"2018-07-03",707,17,2018,86,"FAMILY","Free","Education","1.6.7.1","4.1 and up","2018-07",0,0,3,1
"AP European History: Practice Tests and Flashcards",11,4.7,7,5.4,1000,0,0,0,38,"2018-07-03",707,17,2018,86,"FAMILY","Free","Education","1.6.7.1","4.1 and up","2018-07",0,0,3,0
"AP Flashcards",11,3.7,88,41,10000,0,0,0,38,"2015-08-30",541,11,2015,51,"FAMILY","Free","Education","1.3.14","3.1 and up","2015-08",0,0,0,1
"AP Government Review",11,4.7,3,1.5,1000,1,2.99,0,38,"2017-03-14",277,15,2017,70,"FAMILY","Paid","Education","1.1","4.0.3 and up","2017-03",0,0,3,0
"AP Math & Computer Science",11,3.7,37,9.5,5000,0,0,0,38,"2015-07-19",1172,8,2015,50,"FAMILY","Free","Education","2.16","2.3 and up","2015-07",0,0,0,1
"AP Mobile",11,4.6,117,13,10000,0,0,0,38,"2017-11-21",259,27,2017,78,"FAMILY","Free","Education","1.03","6.0 and up","2017-11",0,0,3,1
"AP Physics 1 Prep: Practice Tests and Flashcards",11,4.4,29,5.3,5000,0,0,0,38,"2018-07-03",707,17,2018,86,"FAMILY","Free","Education","1.6.7.1","4.1 and up","2018-07",0,0,2,1
"AP Planner",11,2.9,45,1.3,5000,0,0,0,38,"2015-08-03",277,5,2015,51,"FAMILY","Free","Education","1.1","2.1 and up","2015-08",0,0,0,1
"AP Psychology Prep: Practice Tests and Flashcards",11,4.5,242,5.4,50000,0,0,0,38,"2018-07-03",707,17,2018,86,"FAMILY","Free","Education","1.6.7.1","4.1 and up","2018-07",0,0,3,2
"AP Statistics Prep: Practice Tests and Flashcards",11,4.2,19,5.4,5000,0,0,0,38,"2018-07-03",707,17,2018,86,"FAMILY","Free","Education","1.6.7.1","4.1 and up","2018-07",0,0,1,1
"AP World History: Practice Tests and Flashcards",11,4.8,21,5.4,5000,0,0,0,38,"2018-07-03",707,17,2018,86,"FAMILY","Free","Education","1.6.7.1","4.1 and up","2018-07",0,0,3,1
"AP® Guide",11,5,3,2.1,1000,0,0,0,38,"2017-07-31",532,15,2017,74,"FAMILY","Free","Education","1.3","4.0.3 and up","2017-07",0,0,3,0
"AQ Ria Retail",11,5,4,52,50,0,0,0,38,"2018-04-03",277,17,2018,83,"FAMILY","Free","Education","1.1","4.1 and up","2018-04",0,0,3,0
"Aqw&3d Design Notes Manager",11,4.5,11,2.9,500,0,0,0,51,"2017-08-15",1522,15,2017,75,"FAMILY","Free","Entertainment","3.0","4.0.3 and up","2017-08",0,0,3,0
"AR Remote Car",11,3.2,1354,30,1e+05,0,0,0,96,"2017-08-12",1163,13,2017,75,"FAMILY","Free","Simulation","2.14","4.0 and up","2017-08",0,0,0,2
"AR Sport Cars",11,3.6,284,70,10000,0,0,0,96,"2017-06-10",113,17,2017,73,"FAMILY","Free","Simulation","1.0","4.1 and up","2017-06",0,0,0,1
"AR Toybox - Augmented Reality Demos",11,3.8,20,36,1000,0,0,0,96,"2017-08-17",173,17,2017,75,"FAMILY","Free","Simulation","1.0.2","4.1 and up","2017-08",0,0,0,0
"Arabic Alif Ba Ta For Kids",11,4.5,226,26,1e+05,0,0,0,42,"2017-05-30",118,8,2017,72,"FAMILY","Free","Education;Education","1.0.0","2.3 and up","2017-05",0,0,3,2
"Arabic Alphabet Alif Ba Ta Wooden Blocks",11,4.6,66,17,10000,0,0,0,49,"2018-02-25",118,8,2018,81,"FAMILY","Free","Educational;Education","1.0.0","2.3 and up","2018-02",0,0,3,1
"Arizona DMV Permit Test - AZ",11,4.2,109,30,10000,0,0,0,38,"2018-02-15",2359,20,2018,81,"FAMILY","Free","Education","6.0.3","4.4 and up","2018-02",0,0,1,1
"Arizona Mobile",11,4.3,285,6.2,10000,0,0,0,38,"2017-11-07",2085,17,2017,78,"FAMILY","Free","Education","4.7","4.1 and up","2017-11",0,0,2,1
"Army of Heroes",11,4.5,85015,46,1e+06,0,0,0.5,103,"2018-08-01",260,13,2018,87,"FAMILY","Free","Strategy","1.03.06","4.0 and up","2018-08",0,0,3,3
"Art Pixel Coloring. Color by Number.",11,4.5,992,49,1e+05,0,0,1,51,"2018-08-02",427,18,2018,87,"FAMILY","Free","Entertainment","1.2.0.200","4.2 and up","2018-08",0,0,3,2
"Artificial Intelligence",11,3.9,339,4.2,50000,0,0,0,38,"2018-04-05",2393,13,2018,83,"FAMILY","Free","Education","6.2","4.0 and up","2018-04",0,0,1,2
"AT&T THANKS®",11,3.4,2445,34,5e+05,0,0,0,51,"2018-07-11",593,25,2018,86,"FAMILY","Free","Entertainment","1.4.0","5.0 and up","2018-07",0,0,0,3
"AT&T U-verse",11,3.7,38606,96,1e+06,0,0,0,51,"2018-06-13",2331,17,2018,85,"FAMILY","Free","Entertainment","5.9.0.0031","4.1 and up","2018-06",0,0,0,3
"Attack the Light",11,4.7,19209,21,1e+05,1,2.99,0,91,"2016-02-23",309,13,2016,57,"FAMILY","Paid","Role Playing;Action & Adventure","1.1.4","4.0 and up","2016-02",0,0,3,2
"au",11,3.2,9126,5.8,1e+06,0,0,0,103,"2016-06-08",234,13,2016,61,"FAMILY","Free","Strategy","1.0.9","4.0 and up","2016-06",0,0,0,3
"AU Results - AU COE Corner",11,4,664,2.1,1e+05,0,0,0,38,"2017-12-14",1222,17,2017,79,"FAMILY","Free","Education","2.2.5","4.1 and up","2017-12",0,0,1,2
"AU Results 2017 Auzone",11,3.8,762,4.1,1e+05,0,0,0,38,"2017-02-01",1014,13,2017,69,"FAMILY","Free","Education","2.0","4.0 and up","2017-02",0,0,0,2
"AU Spark",11,3.7,681,8.2,10000,0,0,0,38,"2018-08-01",2175,20,2018,87,"FAMILY","Free","Education","5.06","4.4 and up","2018-08",0,0,0,1
"AU Students Zone (Result 2016)",11,4,97,3.9,10000,0,0,0,38,"2016-07-01",277,13,2016,62,"FAMILY","Free","Education","1.1","4.0 and up","2016-07",0,0,1,1
"Audio Murli Glossary For BK",11,4.7,39,20,1000,0,0,0,38,"2016-01-25",277,15,2016,56,"FAMILY","Free","Education","1.1","4.0.3 and up","2016-01",0,0,3,0
"Aurum Blade EX",11,4.3,28151,17,1e+06,0,0,0.5,90,"2015-06-04",173,7,2015,49,"FAMILY","Free","Role Playing","1.0.2","2.2 and up","2015-06",0,0,2,3
"AV Buddy Free",11,4.1,25,47,5000,0,0,0,38,"2017-03-08",424,17,2017,70,"FAMILY","Free","Education","1.2","4.1 and up","2017-03",0,0,1,1
"AV HD Video Player",11,3.8,6,23,1000,0,0,0,51,"2018-01-19",113,20,2018,80,"FAMILY","Free","Entertainment","1.0","4.4 and up","2018-01",0,0,0,0
"AV High School District",11,3.5,91,25,10000,0,0,0,38,"2018-04-05",2221,17,2018,83,"FAMILY","Free","Education","5.2.002","4.1 and up","2018-04",0,0,0,1
"AV Phonetics",11,4.3,259,49,10000,0,0,0,38,"2017-02-22",545,13,2017,69,"FAMILY","Free","Education","1.3.2","4.0 and up","2017-02",0,0,2,1
"AV Pro Voice Changer",11,3.5,174,5.6,50000,0,0,0,51,"2016-06-29",189,13,2016,61,"FAMILY","Free","Entertainment","1.0.3","4.0 and up","2016-06",0,0,0,2
"Avenger Legends",11,4,3715,94,1e+05,0,0,0,90,"2017-07-13",378,15,2017,74,"FAMILY","Free","Role Playing","1.13.299","4.0.3 and up","2017-07",0,0,1,2
"Avokiddo Emotions",11,4.6,73,12,1000,1,2.99,0,44,"2018-05-21",719,15,2018,84,"FAMILY","Paid","Education;Pretend Play","1.7.0","4.0.3 and up","2018-05",0,0,3,0
"Aw Restaurant",11,4.8,4,43,100,0,0,0,26,"2018-02-06",113,13,2018,81,"FAMILY","Free","Casual","1.0","4.0 and up","2018-02",0,0,3,0
