"App","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Genres","Last.Updated","Current.Ver","Android.Ver","Last.Updated..Year.","Last.Updated..Year.Month.","Category..categorical.","Type..categorical.","Genres..categorical.","Current.Ver..categorical.","Android.Ver..categorical.","Last.Updated..Year.Month...categorical.","No_reviews_count","Reviews_present_count","Rating_Q","Installs_Q"
"FL Drone 2",24,3.3,41,7.8,5000,0,0,0,80,"2017-08-17",225,7,2017,75,"PHOTOGRAPHY","Free","Photography","1.0.7","2.2 and up","2017-08",0,0,0,1
"FN Cam",24,3.4,181,10,10000,0,0,0,80,"2016-01-13",317,15,2016,56,"PHOTOGRAPHY","Free","Photography","1.1.5","4.0.3 and up","2016-01",0,0,1,2
"Gold Teeth Photo Editor",24,2.8,1022,3.8,1e+05,0,0,0,80,"2016-08-24",1014,8,2016,63,"PHOTOGRAPHY","Free","Photography","2.0","2.3 and up","2016-08",0,0,0,3
"i am EB",24,5,1,5.4,10,0,0,1,80,"2017-02-01",113,17,2017,69,"PHOTOGRAPHY","Free","Photography","1.0","4.1 and up","2017-02",0,0,3,0
"Insta Square Profile DP",24,3.7,42,11,5000,0,0,0,80,"2015-09-01",113,13,2015,52,"PHOTOGRAPHY","Free","Photography","1.0","4.0 and up","2015-09",0,0,1,1
"Lapse It • Time Lapse • Pro",24,4.3,12865,6.9,1e+05,1,2.99,0,80,"2014-11-06",2099,7,2014,42,"PHOTOGRAPHY","Paid","Photography","4.70","2.2 and up","2014-11",0,0,2,3
"LC-DB",24,3,1,2.5,10,1,3.49,0,80,"2017-10-20",113,18,2017,77,"PHOTOGRAPHY","Paid","Photography","1.0","4.2 and up","2017-10",0,0,0,0
"Leica CL",24,2.6,8,2.4,1000,0,0,0,80,"2017-11-21",113,17,2017,78,"PHOTOGRAPHY","Free","Photography","1.0","4.1 and up","2017-11",0,0,0,1
"Leica Q",24,3.1,133,2.3,10000,0,0,0,80,"2018-05-08",176,13,2018,84,"PHOTOGRAPHY","Free","Photography","1.0.2.1","4.0 and up","2018-05",0,0,0,2
"Light Meter - EV",24,4,26,8.5,1000,0,0,0,80,"2018-08-02",1928,20,2018,87,"PHOTOGRAPHY","Free","Photography","4.1.1","4.4 and up","2018-08",0,0,1,1
"LightMeter (noAds)",24,4.6,617,12,10000,1,1.99,0,80,"2016-11-22",650,12,2016,66,"PHOTOGRAPHY","Paid","Photography","1.5.10.NA","3.2 and up","2016-11",0,0,3,2
"Live DV",24,2,16,17,1000,0,0,0,80,"2018-05-09",213,20,2018,84,"PHOTOGRAPHY","Free","Photography","1.0.6","4.4 and up","2018-05",0,0,0,1
"Moony Lab - Print Photos, Books & Magnets ™",24,4.7,1320,9.5,50000,0,0,0,80,"2018-06-27",1127,17,2018,85,"PHOTOGRAPHY","Free","Photography","2.1.9","4.1 and up","2018-06",0,0,3,2
"NewTek NDI",24,3.5,77,1.2,1000,1,19.99,0,80,"2016-10-26",277,17,2016,65,"PHOTOGRAPHY","Paid","Photography","1.1","4.1 and up","2016-10",0,0,1,1
"Night Camera Blur Effect",24,3.6,100,2.5,10000,0,0,0,80,"2018-08-05",1974,18,2018,87,"PHOTOGRAPHY","Free","Photography","4.2","4.2 and up","2018-08",0,0,1,2
"Photo BG Changer",24,3.8,11,17,1000,0,0,0,80,"2018-02-21",532,17,2018,81,"PHOTOGRAPHY","Free","Photography","1.3","4.1 and up","2018-02",0,0,1,1
"Photo Editor - BPhoto",24,4.5,42,20,1000,0,0,0,80,"2016-09-17",424,18,2016,64,"PHOTOGRAPHY","Free","Photography","1.2","4.2 and up","2016-09",0,0,3,1
"Photo frame",24,4.5,859,21,1e+05,0,0,0,80,"2018-07-18",646,15,2018,86,"PHOTOGRAPHY","Free","Photography","1.5.1","4.0.3 and up","2018-07",0,0,3,3
"PhotoFrame for Synology DS",24,4,1,2.6,10,1,4.99,0,80,"2017-02-02",641,13,2017,69,"PHOTOGRAPHY","Paid","Photography","1.5","4.0 and up","2017-02",0,0,1,0
"PIP-Camera FN Photo Effect",24,4.6,8,9,1000,0,0,0,80,"2016-12-04",113,8,2016,67,"PHOTOGRAPHY","Free","Photography","1.0","2.3 and up","2016-12",0,0,3,1
"Pocket AC",24,4.8,130,4.4,1000,1,9.99,0,80,"2018-06-27",1588,17,2018,85,"PHOTOGRAPHY","Paid","Photography","3.1.1","4.1 and up","2018-06",0,0,3,1
"Profile w/o crop for Telegram",24,4.2,348,1.5,10000,0,0,0,80,"2014-04-11",1603,9,2014,35,"PHOTOGRAPHY","Free","Photography","3.1.50","2.3.3 and up","2014-04",0,0,2,2
"Selfie With Champion AJ Style",24,5,2,7.5,500,0,0,0,80,"2018-01-08",113,12,2018,80,"PHOTOGRAPHY","Free","Photography","1.0","3.2 and up","2018-01",0,0,3,0
"SportLook",24,2.5,1283,8.2,1e+05,0,0,0,80,"2018-06-21",471,17,2018,85,"PHOTOGRAPHY","Free","Photography","1.2.7","4.1 and up","2018-06",0,0,0,3
"Square DP For Whatsapp",24,4.2,67,15,10000,0,0,0,80,"2017-03-29",113,15,2017,70,"PHOTOGRAPHY","Free","Photography","1.0","4.0.3 and up","2017-03",0,0,2,2
"V.360° Camera",24,3.3,582,28,1e+05,0,0,0,80,"2015-09-11",323,20,2015,52,"PHOTOGRAPHY","Free","Photography","1.1.6","4.4 and up","2015-09",0,0,0,3
"Wallpaper.cz",24,4.9,7,2.2,100,0,0,0,80,"2015-07-11",426,10,2015,50,"PHOTOGRAPHY","Free","Photography","1.2.0","3.0 and up","2015-07",0,0,3,0
"Wifi Action Camera",24,2.9,118,26,50000,0,0,0,80,"2018-07-24",558,13,2018,86,"PHOTOGRAPHY","Free","Photography","1.3.5","4.0 and up","2018-07",0,0,0,2
"Z Camera",24,3.8,142,7.7,10000,0,0,0,80,"2016-04-08",756,13,2016,59,"PHOTOGRAPHY","Free","Photography","1.8","4.0 and up","2016-04",0,0,1,2
