"App","Category","Rating","Reviews","Size","Installs","Type","Price","Content.Rating","Genres","Last.Updated","Current.Ver","Android.Ver","Last.Updated..Year.","Last.Updated..Year.Month.","Category..categorical.","Type..categorical.","Genres..categorical.","Current.Ver..categorical.","Android.Ver..categorical.","Last.Updated..Year.Month...categorical.","No_reviews_count","Reviews_present_count","Rating_Q","Installs_Q"
"CJ VLC HD Remote (+ Stream)",31,4.2,4074,1.3,5e+05,0,0,0,113,"2013-11-13",464,5,2013,30,"VIDEO_PLAYERS","Free","Video Players & Editors","1.2.4","2.1 and up","2013-11",0,0,2,2
"DG Screen Recorder",31,3.3,12,2.9,500,0,0,0,113,"2015-10-20",718,25,2015,53,"VIDEO_PLAYERS","Free","Video Players & Editors","1.7","5.0 and up","2015-10",0,0,0,0
"DG UPnP Player Free",31,3.2,39,12,10000,0,0,0,113,"2016-03-18",1014,15,2016,58,"VIDEO_PLAYERS","Free","Video Players & Editors","2.0","4.0.3 and up","2016-03",0,0,0,1
"DG Video Editor",31,4,486,2.5,10000,0,0,0,113,"2016-09-06",189,20,2016,64,"VIDEO_PLAYERS","Free","Video Players & Editors","1.0.3","4.4 and up","2016-09",0,0,1,1
"Downvids Helper - One touch DW",31,3.5,197,9.8,10000,0,0,0,113,"2017-02-05",113,15,2017,69,"VIDEO_PLAYERS","Free","Video Players & Editors","1.0","4.0.3 and up","2017-02",0,0,0,1
"DR TV",31,3.3,6716,4.7,5e+05,0,0,1.5,113,"2018-06-25",1560,20,2018,85,"VIDEO_PLAYERS","Free","Video Players & Editors","3.0.6","4.4 and up","2018-06",0,0,0,2
"DV Lottery Photo",31,2.9,23,4,5000,0,0,0,113,"2016-12-16",277,10,2016,67,"VIDEO_PLAYERS","Free","Video Players & Editors","1.1","3.0 and up","2016-12",0,0,0,0
"dv Prompter",31,3.7,321,1.3,50000,0,0,0,113,"2017-03-14",474,18,2017,70,"VIDEO_PLAYERS","Free","Video Players & Editors","1.2.9","4.2 and up","2017-03",0,0,0,1
"DZ Popup Video Player",31,4.5,83,4.5,5000,0,0,0,113,"2018-05-16",2065,17,2018,84,"VIDEO_PLAYERS","Free","Video Players & Editors","4.6","4.1 and up","2018-05",0,0,3,0
"ek tuhi",31,4.7,316,2.8,10000,0,0,0,113,"2014-07-04",113,13,2014,38,"VIDEO_PLAYERS","Free","Video Players & Editors","1.0","4.0 and up","2014-07",0,0,3,1
"EML UPnP-AV Control Point",31,3,78,0.322,10000,0,0,0,113,"2013-09-19",532,2,2013,28,"VIDEO_PLAYERS","Free","Video Players & Editors","1.3","1.6 and up","2013-09",0,0,0,1
"ES-IPTV",31,4,944,11,50000,0,0,0,113,"2017-10-15",1978,17,2017,77,"VIDEO_PLAYERS","Free","Video Players & Editors","4.2.1","4.1 and up","2017-10",0,0,1,1
"ES Audio Player ( Shortcut )",31,4.2,1236,0.033,1e+05,0,0,0,113,"2013-07-17",277,7,2013,26,"VIDEO_PLAYERS","Free","Video Players & Editors","1.1","2.2 and up","2013-07",0,0,2,2
"EZ-SEE",31,2.8,71,10,10000,0,0,0,113,"2018-07-18",1577,25,2018,86,"VIDEO_PLAYERS","Free","Video Players & Editors","3.08","5.0 and up","2018-07",0,0,0,1
"EZ game screen recorder with audio 1080P",31,4.1,40,3.9,1000,0,0,0,113,"2017-07-13",118,25,2017,74,"VIDEO_PLAYERS","Free","Video Players & Editors","1.0.0","5.0 and up","2017-07",0,0,1,0
"Ez Screen Recorder (no ad)",31,4.7,8696,14,1e+05,0,0,0,113,"2018-06-03",1117,25,2018,85,"VIDEO_PLAYERS","Free","Video Players & Editors","2.1.4","5.0 and up","2018-06",0,0,3,2
"EZ TV Player",31,3.5,51,11,10000,0,0,0,113,"2018-06-26",2583,25,2018,85,"VIDEO_PLAYERS","Free","Video Players & Editors","8.0.9","5.0 and up","2018-06",0,0,0,1
"EZ Web Video Cast | Chromecast",31,4.1,1276,4.6,1e+05,0,0,0,113,"2017-12-14",113,20,2017,79,"VIDEO_PLAYERS","Free","Video Players & Editors","1.0","4.4 and up","2017-12",0,0,1,2
"FilmoraGo - Free Video Editor",31,4.4,238459,35,1e+07,0,0,0,113,"2018-06-06",1599,18,2018,85,"VIDEO_PLAYERS","Free","Video Players & Editors","3.1.4","4.2 and up","2018-06",0,0,3,3
"Free TV series",31,3.7,400,7.2,1e+05,0,0,1,113,"2018-05-28",2775,15,2018,84,"VIDEO_PLAYERS","Free","Video Players & Editors","v1.0.3","4.0.3 and up","2018-05",0,0,0,2
"FrostWire: Torrent Downloader & Music Player",31,4.1,253207,13,1e+07,0,0,0,113,"2018-08-02",1061,20,2018,87,"VIDEO_PLAYERS","Free","Video Players & Editors","2.0.7","4.4 and up","2018-08",0,0,1,3
"Funny videos for whatsapp",31,4.4,3066,9,1e+06,0,0,0,113,"2017-12-17",718,15,2017,79,"VIDEO_PLAYERS","Free","Video Players & Editors","1.7","4.0.3 and up","2017-12",0,0,3,3
"GoAction",31,3.6,1522,65,1e+05,0,0,0,113,"2018-07-17",2746,20,2018,86,"VIDEO_PLAYERS","Free","Video Players & Editors","V1.5.3","4.4 and up","2018-07",0,0,0,2
"GoPlus Cam",31,3.5,3484,41,5e+05,0,0,0,113,"2017-12-18",1528,15,2017,79,"VIDEO_PLAYERS","Free","Video Players & Editors","3.0.1","4.0.3 and up","2017-12",0,0,0,2
"HD Movie Video Player",31,4.5,18699,4.1,1e+06,0,0,0,113,"2018-03-27",113,15,2018,82,"VIDEO_PLAYERS","Free","Video Players & Editors","1.0","4.0.3 and up","2018-03",9,31,3,3
"HD Video Download for Facebook",31,4.4,20755,17,1e+06,0,0,0,113,"2018-03-16",1904,17,2018,82,"VIDEO_PLAYERS","Free","Video Players & Editors","4.0.3","4.1 and up","2018-03",0,0,3,3
"HD Video Player",31,4.3,1551,2.9,1e+06,0,0,0,113,"2018-07-25",277,17,2018,86,"VIDEO_PLAYERS","Free","Video Players & Editors","1.1","4.1 and up","2018-07",2,38,2,3
"HD Video Player - Video & MP3 Player | AV Player |",31,4.4,22,19,5000,0,0,0,113,"2018-03-06",139,13,2018,82,"VIDEO_PLAYERS","Free","Video Players & Editors","1.0.1","4.0 and up","2018-03",0,0,3,0
"HD Video Player (wmv,avi,mp4,flv,av,mpg,mkv)2017",31,3.3,171,4.8,10000,0,0,0,113,"2017-08-10",277,17,2017,75,"VIDEO_PLAYERS","Free","Video Players & Editors","1.1","4.1 and up","2017-08",0,0,0,1
"HD VideoDownlaoder For Fb : XXVideo Downloader",31,4.2,61,6.1,10000,0,0,0,113,"2018-07-30",189,15,2018,86,"VIDEO_PLAYERS","Free","Video Players & Editors","1.0.3","4.0.3 and up","2018-07",0,0,2,1
"HTC Service - DLNA",31,3.9,3484,3,1e+07,0,0,0,113,"2015-12-03",2507,25,2015,55,"VIDEO_PLAYERS","Free","Video Players & Editors","7.10.621414","5.0 and up","2015-12",3,37,1,3
"iMediaShare – Photos & Music",31,4.2,104551,18,1e+07,0,0,0,113,"2017-12-19",145,7,2017,79,"VIDEO_PLAYERS","Free","Video Players & Editors","1.0.10","2.2 and up","2017-12",0,0,2,3
"Inst Download - Video & Photo",31,4.6,148715,3.3,1e+07,0,0,0,113,"2017-12-20",1014,13,2017,79,"VIDEO_PLAYERS","Free","Video Players & Editors","2.0","4.0 and up","2017-12",0,0,3,3
"Iqiyi (for tablet)",31,3.6,12764,25,1e+06,0,0,1,113,"2018-07-11",2496,13,2018,86,"VIDEO_PLAYERS","Free","Video Players & Editors","7.1","4.0 and up","2018-07",0,0,0,3
"iSmart DV",31,3.6,5692,31,1e+06,0,0,0,113,"2018-07-27",2735,17,2018,86,"VIDEO_PLAYERS","Free","Video Players & Editors","R1.4.14.B1.4","4.1 and up","2018-07",0,0,0,3
"M-Sight Pro",31,3.3,30,15,5000,0,0,0,113,"2018-07-25",1583,13,2018,86,"VIDEO_PLAYERS","Free","Video Players & Editors","3.1.0.1-r4","4.0 and up","2018-07",0,0,0,0
"MelifeCam-M",31,3.5,81,22,10000,0,0,0,113,"2016-07-21",2734,17,2016,62,"VIDEO_PLAYERS","Free","Video Players & Editors","R1.3.21.3","4.1 and up","2016-07",0,0,0,1
"Mobizen Screen Recorder for LG - Record, Capture",31,4.5,58820,37,1e+06,0,0,0,113,"2018-04-26",1764,20,2018,83,"VIDEO_PLAYERS","Free","Video Players & Editors","3.5.1.8","4.4 and up","2018-04",0,0,3,3
"Mobizen Screen Recorder for SAMSUNG",31,4.4,953894,37,1e+07,0,0,0,113,"2018-04-26",1764,32,2018,83,"VIDEO_PLAYERS","Free","Video Players & Editors","3.5.1.8","Varies with device","2018-04",0,0,3,3
"Movie Downloader Torrent : Az Torrent",31,4.7,70,14,1000,0,0,0,113,"2018-07-07",795,17,2018,86,"VIDEO_PLAYERS","Free","Video Players & Editors","1.9","4.1 and up","2018-07",0,0,3,0
"Multiple Videos at Same Time",31,4.4,4706,1.5,1e+06,0,0,0,113,"2018-06-19",2756,20,2018,85,"VIDEO_PLAYERS","Free","Video Players & Editors","Z (Special Edition R9)","4.4 and up","2018-06",0,0,3,3
"Music - Mp3 Player",31,4.4,259605,3.1,1e+07,0,0,0,113,"2018-08-03",693,15,2018,87,"VIDEO_PLAYERS","Free","Video Players & Editors","1.6.1","4.0.3 and up","2018-08",0,0,3,3
"Music for Youtube - Tube Music BG, Red+",31,4.3,47,8.7,1000,0,0,1,113,"2017-09-23",338,18,2017,76,"VIDEO_PLAYERS","Free","Video Players & Editors","1.10","4.2 and up","2017-09",0,0,2,0
"Naruto Shippuden - Watch Free!",31,3.9,141515,5.7,1e+07,0,0,1,113,"2014-04-23",71,8,2014,35,"VIDEO_PLAYERS","Free","Video Players & Editors","0.6.0","2.3 and up","2014-04",0,0,1,3
"Nero AirBurn",31,4.2,1008,1.7,1e+05,0,0,0,113,"2015-06-26",234,13,2015,49,"VIDEO_PLAYERS","Free","Video Players & Editors","1.0.9","4.0 and up","2015-06",0,0,2,2
"OBJECTIVE",31,3.8,19738,33,1e+06,0,0,1,113,"2018-08-07",2683,13,2018,87,"VIDEO_PLAYERS","Free","Video Players & Editors","9.7.6","4.0 and up","2018-08",0,0,1,3
"Omlet Arcade - Stream, Meet, Play",31,4.4,169965,14,1e+07,0,0,1,113,"2018-08-02",575,19,2018,87,"VIDEO_PLAYERS","Free","Video Players & Editors","1.32.1","4.3 and up","2018-08",0,0,3,3
"OnePlus Gallery",31,3.8,5555,64,1e+06,0,0,0,113,"2018-07-12",1396,30,2018,86,"VIDEO_PLAYERS","Free","Video Players & Editors","2.6.71","7.1 and up","2018-07",0,0,1,3
"Online TV CZ/SK PRO",31,3.1,167,2,1000,1,0.99,0,113,"2018-06-21",1701,15,2018,85,"VIDEO_PLAYERS","Paid","Video Players & Editors","3.3.2","4.0.3 and up","2018-06",0,0,0,0
"Play Tube",31,4.3,15874,5.4,1e+06,0,0,0,113,"2018-07-05",424,17,2018,86,"VIDEO_PLAYERS","Free","Video Players & Editors","1.2","4.1 and up","2018-07",0,0,2,3
"PowerDirector Video Editor App: 4K, Slow Mo & More",31,4.5,714665,50,1e+07,0,0,0,113,"2018-07-24",1958,19,2018,86,"VIDEO_PLAYERS","Free","Video Players & Editors","4.13.3","4.3 and up","2018-07",0,0,3,3
"Quik – Free Video Editor for photos, clips, music",31,4.7,696665,91,1e+07,0,0,0,113,"2018-07-05",2096,25,2018,86,"VIDEO_PLAYERS","Free","Video Players & Editors","4.7.4.3869-7b2372c3e","5.0 and up","2018-07",0,0,3,3
"Sketch 'n' go",31,3.8,3965,6.4,1e+05,0,0,0,113,"2018-03-26",1230,17,2018,82,"VIDEO_PLAYERS","Free","Video Players & Editors","2.2.9","4.1 and up","2018-03",0,0,1,2
"Tencent Video - Supporting the whole network",31,3.5,13205,44,1e+06,0,0,1,113,"2018-07-31",2400,10,2018,86,"VIDEO_PLAYERS","Free","Video Players & Editors","6.2.2.17136","3.0 and up","2018-07",0,0,0,3
"Ustream",31,4,93638,7.3,1e+07,0,0,1.5,113,"2018-07-11",1661,17,2018,86,"VIDEO_PLAYERS","Free","Video Players & Editors","3.2.2","4.1 and up","2018-07",0,0,1,3
"Video Downloader",31,4.2,59089,5.4,1e+07,0,0,0,113,"2018-08-03",229,20,2018,87,"VIDEO_PLAYERS","Free","Video Players & Editors","1.0.8","4.4 and up","2018-08",0,0,2,3
"Video Downloader - for Instagram Repost App",31,4.8,332623,4.6,1e+07,0,0,0,113,"2018-07-27",322,17,2018,86,"VIDEO_PLAYERS","Free","Video Players & Editors","1.1.58","4.1 and up","2018-07",0,0,3,3
"Video Downloader for FB : Video Download with Link",31,4.5,1060,3.2,1e+05,0,0,0,113,"2017-12-20",1088,13,2017,79,"VIDEO_PLAYERS","Free","Video Players & Editors","2.1","4.0 and up","2017-12",0,0,3,2
"Video Editor,Crop Video,Movie Video,Music,Effects",31,4.7,53006,44,1e+06,0,0,0,113,"2018-08-03",646,20,2018,87,"VIDEO_PLAYERS","Free","Video Players & Editors","1.5.1","4.4 and up","2018-08",0,0,3,3
"Video Player All Format for Android",31,4.6,3930,3.3,5e+05,0,0,0,113,"2018-07-26",328,15,2018,86,"VIDEO_PLAYERS","Free","Video Players & Editors","1.1.7","4.0.3 and up","2018-07",0,0,3,2
"video player for android",31,4.5,351168,13,1e+07,0,0,0,113,"2016-10-18",1015,8,2016,65,"VIDEO_PLAYERS","Free","Video Players & Editors","2.0.0","2.3 and up","2016-10",0,0,3,3
"Video Status",31,4.3,6685,4,1e+06,0,0,0,113,"2018-08-02",309,17,2018,87,"VIDEO_PLAYERS","Free","Video Players & Editors","1.1.4","4.1 and up","2018-08",0,0,2,3
"Video.Guru - Video Maker",31,4.6,36969,27,1e+06,0,0,0,113,"2018-08-06",381,19,2018,87,"VIDEO_PLAYERS","Free","Video Players & Editors","1.137.22","4.3 and up","2018-08",0,0,3,3
"Videos downloader for Facebook:fast fb video saver",31,4.3,20,5.1,5000,0,0,0,113,"2018-04-27",118,15,2018,83,"VIDEO_PLAYERS","Free","Video Players & Editors","1.0.0","4.0.3 and up","2018-04",0,0,2,0
"VidPlay",31,4.2,3546,3.7,1e+06,0,0,0,113,"2018-05-27",1043,17,2018,84,"VIDEO_PLAYERS","Free","Video Players & Editors","2.0.19","4.1 and up","2018-05",0,0,2,3
"VUE: video editor & camcorder",31,4.4,38630,89,1e+06,0,0,0,113,"2018-08-05",1121,20,2018,87,"VIDEO_PLAYERS","Free","Video Players & Editors","2.1.6","4.4 and up","2018-08",0,0,3,3
"Vuze Torrent Downloader",31,4.1,24565,5.5,1e+06,0,0,0,113,"2016-03-04",1088,9,2016,58,"VIDEO_PLAYERS","Free","Video Players & Editors","2.1","2.3.3 and up","2016-03",0,0,1,3
"WiFi Baby Monitor - NannyCam",31,4.1,29867,1.7,5e+06,0,0,0,113,"2017-05-24",1582,9,2017,72,"VIDEO_PLAYERS","Free","Video Players & Editors","3.1.0 (build 1210)","2.3.3 and up","2017-05",0,0,1,3
"XX HD Video downloader-Free Video Downloader",31,4.1,7624,6,1e+06,0,0,0,113,"2018-04-20",795,15,2018,83,"VIDEO_PLAYERS","Free","Video Players & Editors","1.9","4.0.3 and up","2018-04",0,0,1,3
"YouCut - Video Editor & Video Maker, No Watermark",31,4.6,98819,27,5e+06,0,0,0,113,"2018-08-06",510,19,2018,87,"VIDEO_PLAYERS","Free","Video Players & Editors","1.251.54","4.3 and up","2018-08",0,0,3,3
